BATCH no.,PRODUCTION DATE,BATCH OUT OF STORAGE,BATCH WEIGHT LEAVING STORAGE (KG)
3933,10/20/2023,10/23/2023,270.300
3937,10/20/2023,10/23/2023,271.400
3940,10/20/2023,10/23/2023,276.100
3941,10/20/2023,10/23/2023,280.400
3942,10/20/2023,10/23/2023,286.100
3947,10/20/2023,10/23/2023,280.400
3948,10/20/2023,10/23/2023,279.900
3951,10/20/2023,10/23/2023,287.300
3955,10/20/2023,10/23/2023,283.300
3956,10/20/2023,10/23/2023,288.900
3958,10/20/2023,10/23/2023,285.900
3962,10/20/2023,10/23/2023,279.500
3966,10/20/2023,10/23/2023,284.700
3967,10/20/2023,10/23/2023,285.100
3968,10/20/2023,10/23/2023,280.600
3969,10/20/2023,10/23/2023,283.200
3972,10/20/2023,10/23/2023,283.200
3973,10/20/2023,10/23/2023,285.100
3974,10/20/2023,10/23/2023,282.900
3975,10/20/2023,10/23/2023,281.300
3981,10/20/2023,10/23/2023,269.400
3989,10/20/2023,10/23/2023,280.600
3993,10/20/2023,10/23/2023,267.500
3994,10/20/2023,10/23/2023,270.500
3995,10/20/2023,10/23/2023,270.900
3996,10/20/2023,10/23/2023,275.600
3998,10/20/2023,10/23/2023,281.900
3999,10/20/2023,10/23/2023,267.700
4002,10/20/2023,10/23/2023,141.900
4016,10/20/2023,10/23/2023,269.100
4017,10/20/2023,10/23/2023,267.400
4018,10/20/2023,10/23/2023,271.800
4019,10/20/2023,10/23/2023,286.500
4020,10/20/2023,10/23/2023,266.200
4021,10/20/2023,10/23/2023,271.100
4022,10/20/2023,10/23/2023,278.700
4023,10/20/2023,10/23/2023,276.700
4024,10/20/2023,10/23/2023,265.300
4025,10/20/2023,10/23/2023,274.400
4026,10/20/2023,10/23/2023,282.500
4027,10/20/2023,10/23/2023,267.700
4028,10/20/2023,10/23/2023,274.400
4029,10/20/2023,10/23/2023,271.800
4030,10/20/2023,10/23/2023,281.500
4031,10/20/2023,10/23/2023,273.000
4032,10/20/2023,10/23/2023,275.000
4033,10/20/2023,10/23/2023,279.500
4034,10/20/2023,10/23/2023,274.300
4035,10/20/2023,10/23/2023,256.000
4036,10/20/2023,10/23/2023,271.000
4037,10/20/2023,10/23/2023,277.000
4038,10/20/2023,10/23/2023,258.000
4039,10/20/2023,10/23/2023,274.000
4040,10/20/2023,10/23/2023,271.700
4041,10/20/2023,10/23/2023,277.200
4042,10/20/2023,10/23/2023,275.500
4043,10/20/2023,10/23/2023,274.000
4044,10/20/2023,10/23/2023,274.000
4045,10/20/2023,10/23/2023,285.000
4046,10/20/2023,10/23/2023,264.000
4047,10/20/2023,10/23/2023,282.300
4048,10/20/2023,10/23/2023,277.000
4049,10/20/2023,10/23/2023,283.700
4050,10/20/2023,10/23/2023,283.700
4051,10/20/2023,10/23/2023,288.200
4052,10/20/2023,10/23/2023,284.700
4053,10/20/2023,10/23/2023,270.600
4054,10/20/2023,10/23/2023,284.200
4055,10/20/2023,10/23/2023,280.600
4056,10/20/2023,10/23/2023,273.800
4057,10/20/2023,10/23/2023,286.800
4058,10/20/2023,10/23/2023,272.700
4059,10/20/2023,10/23/2023,288.300
4060,10/20/2023,10/23/2023,283.000
4061,10/20/2023,10/23/2023,274.500
4062,10/20/2023,10/23/2023,289.800
4063,10/20/2023,10/23/2023,278.100
4064,10/20/2023,10/23/2023,282.200
4065,10/20/2023,10/23/2023,272.000
4066,10/20/2023,10/23/2023,225.900
3960,10/23/2023,10/23/2023,286.100
4067,10/23/2023,10/23/2023,273.000
4068,10/23/2023,10/23/2023,269.000
4069,10/23/2023,10/23/2023,271.000
4078,10/23/2023,10/23/2023,278.000
4079,10/23/2023,10/23/2023,282.000
4080,10/23/2023,10/23/2023,269.000
4081,10/23/2023,10/23/2023,276.000
4085,10/23/2023,10/23/2023,269.000
4086,10/23/2023,10/23/2023,279.000
4087,10/23/2023,10/23/2023,275.000
4089,10/23/2023,10/23/2023,275.000
4105,10/23/2023,10/23/2023,271.000
4106,10/23/2023,10/23/2023,275.000
4107,10/23/2023,10/23/2023,273.000
4108,10/23/2023,10/23/2023,276.000
4109,10/23/2023,10/23/2023,273.000
4110,10/23/2023,10/24/2023,264.000
4111,10/23/2023,10/24/2023,272.000
4112,10/23/2023,10/24/2023,270.000
4113,10/23/2023,10/24/2023,268.000
4114,10/23/2023,10/24/2023,265.000
4115,10/23/2023,10/24/2023,275.000
4116,10/23/2023,10/24/2023,271.000
4117,10/23/2023,10/24/2023,270.000
4118,10/23/2023,10/24/2023,274.000
4121,10/23/2023,10/24/2023,274.000
4123,10/23/2023,10/24/2023,273.200
4124,10/23/2023,10/24/2023,273.800
4128,10/23/2023,10/24/2023,279.100
4129,10/23/2023,10/24/2023,283.200
4130,10/23/2023,10/24/2023,277.700
4131,10/23/2023,10/24/2023,282.000
4136,10/23/2023,10/23/2023,278.000
4137,10/23/2023,10/24/2023,279.000
4138,10/23/2023,10/24/2023,267.000
4139,10/23/2023,10/24/2023,283.000
4142,10/23/2023,10/24/2023,272.900
4151,10/23/2023,10/24/2023,281.900
4152,10/23/2023,10/23/2023,274.200
4153,10/23/2023,10/24/2023,270.000
4156,10/23/2023,10/24/2023,143.400
4157,10/23/2023,10/24/2023,277.200
4158,10/23/2023,10/23/2023,283.200
4165,10/23/2023,10/24/2023,280.400
4166,10/23/2023,10/24/2023,283.200
4167,10/23/2023,10/24/2023,278.200
4168,10/23/2023,10/24/2023,277.200
4175,10/23/2023,10/24/2023,279.100
4176,10/23/2023,10/24/2023,279.500
4177,10/23/2023,10/24/2023,282.000
4183,10/23/2023,10/24/2023,283.400
4185,10/23/2023,10/24/2023,280.000
4186,10/23/2023,10/24/2023,287.300
4187,10/23/2023,10/24/2023,267.900
4188,10/23/2023,10/24/2023,282.100
4190,10/23/2023,10/24/2023,274.700
4191,10/23/2023,10/24/2023,280.900
4192,10/23/2023,10/24/2023,271.900
4193,10/23/2023,10/24/2023,273.400
4194,10/23/2023,10/24/2023,277.000
4195,10/23/2023,10/24/2023,270.600
4196,10/23/2023,10/24/2023,279.500
4198,10/23/2023,10/23/2023,270.700
4200,10/23/2023,10/23/2023,278.200
4203,10/23/2023,10/24/2023,283.400
4205,10/23/2023,10/24/2023,266.000
4208,10/23/2023,10/24/2023,287.400
4209,10/23/2023,10/24/2023,264.600
4210,10/23/2023,10/24/2023,286.500
4211,10/23/2023,10/24/2023,266.800
4215,10/23/2023,10/24/2023,284.500
4217,10/23/2023,10/24/2023,274.400
4218,10/23/2023,10/24/2023,284.500
4220,10/23/2023,10/24/2023,282.200
4221,10/23/2023,10/24/2023,275.000
4231,10/23/2023,10/24/2023,272.400
4233,10/23/2023,10/24/2023,281.800
4235,10/23/2023,10/24/2023,284.900
4238,10/23/2023,10/24/2023,270.500
4239,10/23/2023,10/24/2023,275.300
4243,10/23/2023,10/24/2023,269.600
4245,10/23/2023,10/24/2023,281.200
4246,10/23/2023,10/24/2023,267.900
4270,10/23/2023,10/24/2023,267.100
4274,10/23/2023,10/24/2023,268.300
4277,10/23/2023,10/24/2023,270.900
4278,10/23/2023,10/24/2023,263.700
4279,10/23/2023,10/24/2023,260.700
4281,10/23/2023,10/24/2023,265.800
4282,10/23/2023,10/24/2023,283.700
4284,10/23/2023,10/24/2023,284.800
4285,10/23/2023,10/24/2023,250.400
4287,10/23/2023,10/24/2023,263.700
4289,10/23/2023,10/24/2023,261.600
4290,10/23/2023,10/24/2023,278.700
4295,10/23/2023,10/24/2023,272.600
4297,10/23/2023,10/24/2023,267.600
4299,10/23/2023,10/24/2023,272.900
4305,10/23/2023,10/24/2023,266.400
4306,10/23/2023,10/24/2023,269.500
4308,10/23/2023,10/24/2023,268.200
4309,10/23/2023,10/24/2023,257.700
4551,10/24/2023,10/25/2023,282.300
4552,10/24/2023,10/25/2023,284.300
4553,10/24/2023,10/25/2023,266.000
4554,10/24/2023,10/25/2023,275.100
4556,10/24/2023,10/28/2023,286.000
4557,10/24/2023,10/25/2023,267.600
4560,10/24/2023,10/25/2023,277.600
4562,10/24/2023,10/26/2023,266.400
4570,10/24/2023,10/25/2023,273.400
4571,10/24/2023,10/25/2023,204.000
4573,10/24/2023,10/25/2023,212.200
4576,10/24/2023,10/25/2023,275.600
4604,10/25/2023,10/25/2023,264.400
4605,10/25/2023,10/25/2023,244.900
4606,10/25/2023,10/25/2023,266.000
4609,10/25/2023,10/25/2023,258.200
4613,10/25/2023,10/25/2023,269.000
4614,10/25/2023,10/25/2023,123.800
4646,10/25/2023,10/25/2023,256.200
4650,10/25/2023,10/25/2023,250.600
4651,10/25/2023,10/25/2023,267.200
4654,10/25/2023,10/25/2023,263.900
4658,10/25/2023,10/25/2023,264.000
4659,10/25/2023,10/25/2023,261.900
4661,10/25/2023,10/25/2023,261.500
4667,10/25/2023,10/25/2023,257.500
4668,10/25/2023,10/25/2023,263.700
4673,10/25/2023,10/25/2023,265.900
4674,10/25/2023,10/25/2023,256.100
4676,10/25/2023,10/25/2023,259.600
4677,10/25/2023,10/25/2023,253.300
4679,10/25/2023,10/25/2023,265.300
4680,10/25/2023,10/25/2023,256.500
4684,10/25/2023,10/25/2023,269.100
4686,10/25/2023,10/25/2023,260.600
4687,10/25/2023,10/25/2023,264.900
4690,10/25/2023,10/26/2023,269.000
4692,10/25/2023,10/26/2023,256.400
4693,10/25/2023,10/25/2023,267.100
4696,10/25/2023,10/25/2023,270.900
4698,10/25/2023,10/25/2023,267.400
4699,10/25/2023,10/26/2023,262.400
4701,10/25/2023,10/26/2023,262.600
4712,10/25/2023,10/26/2023,264.000
4713,10/25/2023,10/26/2023,259.600
4714,10/25/2023,10/26/2023,265.600
4716,10/25/2023,10/26/2023,259.200
4719,10/25/2023,10/26/2023,270.700
4722,10/25/2023,10/26/2023,258.100
4723,10/25/2023,10/26/2023,263.800
4732,10/25/2023,10/26/2023,271.200
4736,10/25/2023,10/26/2023,267.300
4737,10/25/2023,10/26/2023,266.600
4741,10/25/2023,10/26/2023,271.600
4750,10/25/2023,10/26/2023,282.800
4751,10/25/2023,10/26/2023,281.200
4753,10/25/2023,10/26/2023,269.800
4755,10/25/2023,10/26/2023,268.900
4758,10/25/2023,10/26/2023,269.300
4761,10/25/2023,10/26/2023,263.700
4766,10/25/2023,10/26/2023,277.400
4767,10/25/2023,10/26/2023,286.600
4771,10/25/2023,10/26/2023,269.200
4773,10/25/2023,10/26/2023,266.100
4774,10/25/2023,10/26/2023,270.300
4775,10/25/2023,10/26/2023,241.500
4776,10/25/2023,10/26/2023,267.000
4779,10/25/2023,10/26/2023,266.400
4785,10/25/2023,10/26/2023,271.400
4786,10/25/2023,10/26/2023,260.100
4790,10/25/2023,10/26/2023,279.600
4791,10/25/2023,10/26/2023,259.600
4792,10/25/2023,10/26/2023,277.500
4794,10/25/2023,10/26/2023,263.600
4795,10/25/2023,10/26/2023,278.100
4799,10/25/2023,10/26/2023,263.500
4800,10/25/2023,10/26/2023,272.800
4804,10/25/2023,10/26/2023,266.100
4805,10/25/2023,10/26/2023,264.100
4806,10/25/2023,10/26/2023,278.400
4808,10/25/2023,10/26/2023,246.600
4809,10/25/2023,10/26/2023,262.700
4810,10/25/2023,10/26/2023,257.400
4811,10/25/2023,10/26/2023,266.000
4822,10/25/2023,10/26/2023,262.300
4824,10/25/2023,10/26/2023,280.200
4825,10/25/2023,10/26/2023,265.300
4831,10/25/2023,10/26/2023,57.300
4832,10/25/2023,10/26/2023,226.700
1142,10/27/2023,10/27/2023,260.800
1143,10/27/2023,10/27/2023,256.100
1144,10/27/2023,10/27/2023,264.500
1145,10/27/2023,10/27/2023,263.500
1146,10/27/2023,10/27/2023,267.300
1147,10/27/2023,10/27/2023,252.300
1148,10/27/2023,10/27/2023,264.700
1149,10/27/2023,10/27/2023,265.400
1150,10/27/2023,10/27/2023,262.000
1151,10/27/2023,10/27/2023,264.500
1152,10/27/2023,10/27/2023,270.200
1153,10/27/2023,10/27/2023,262.300
1154,10/27/2023,10/27/2023,264.400
1155,10/27/2023,10/27/2023,260.000
1156,10/27/2023,10/27/2023,266.900
1158,10/27/2023,10/27/2023,269.700
1159,10/27/2023,10/27/2023,272.000
1160,10/27/2023,10/27/2023,282.800
1161,10/27/2023,10/27/2023,253.400
1163,10/27/2023,10/27/2023,265.900
1166,10/27/2023,10/27/2023,268.300
1168,10/27/2023,10/28/2023,272.200
1169,10/27/2023,10/28/2023,265.300
1170,10/27/2023,10/28/2023,281.900
1171,10/27/2023,10/28/2023,265.200
1172,10/27/2023,10/28/2023,266.500
1173,10/27/2023,10/28/2023,264.200
1174,10/27/2023,10/28/2023,258.700
1175,10/27/2023,10/28/2023,261.500
1176,10/27/2023,10/28/2023,263.800
1177,10/27/2023,10/28/2023,262.400
1178,10/27/2023,10/28/2023,255.400
1179,10/27/2023,10/28/2023,265.100
1180,10/27/2023,10/28/2023,259.900
1181,10/27/2023,10/28/2023,263.700
1182,10/27/2023,10/28/2023,266.200
1183,10/27/2023,10/28/2023,269.300
1184,10/27/2023,10/28/2023,265.100
1185,10/27/2023,10/28/2023,268.600
1186,10/27/2023,10/28/2023,257.700
1187,10/27/2023,10/28/2023,270.400
1188,10/27/2023,10/28/2023,267.600
1190,10/27/2023,10/28/2023,265.800
1191,10/27/2023,10/28/2023,266.900
1192,10/27/2023,10/28/2023,263.100
1193,10/27/2023,10/28/2023,263.400
1194,10/27/2023,10/28/2023,267.000
1195,10/27/2023,10/28/2023,243.500
1196,10/27/2023,10/28/2023,265.700
1197,10/27/2023,10/28/2023,266.300
1198,10/27/2023,10/28/2023,262.800
1199,10/27/2023,10/28/2023,269.400
1200,10/27/2023,10/28/2023,235.800
1201,10/27/2023,10/28/2023,275.100
1202,10/27/2023,10/28/2023,267.000
1203,10/27/2023,10/28/2023,235.700
1204,10/27/2023,10/28/2023,264.500
1205,10/27/2023,10/28/2023,265.200
1206,10/27/2023,10/28/2023,251.000
1207,10/27/2023,10/28/2023,262.400
1209,10/27/2023,10/28/2023,263.400
1210,10/27/2023,10/28/2023,258.100
1211,10/27/2023,10/28/2023,263.300
1212,10/27/2023,10/28/2023,266.100
1213,10/27/2023,10/28/2023,265.800
1215,10/27/2023,10/28/2023,263.900
1216,10/27/2023,10/28/2023,261.600
1217,10/27/2023,10/28/2023,257.500
1218,10/27/2023,10/28/2023,265.200
1219,10/27/2023,10/28/2023,284.300
1220,10/27/2023,10/28/2023,266.400
1221,10/27/2023,10/28/2023,263.300
1222,10/27/2023,10/28/2023,271.300
1223,10/27/2023,10/28/2023,262.500
1224,10/27/2023,10/28/2023,267.700
1226,10/27/2023,10/28/2023,257.500
1228,10/27/2023,10/28/2023,265.800
1229,10/27/2023,10/28/2023,267.600
1232,10/27/2023,10/28/2023,265.900
1233,10/27/2023,10/30/2023,269.300
1234,10/27/2023,10/28/2023,262.200
1236,10/27/2023,10/28/2023,256.200
1237,10/27/2023,10/28/2023,269.700
1238,10/27/2023,10/28/2023,278.300
1239,10/27/2023,10/30/2023,266.800
1251,10/27/2023,10/30/2023,282.100
1252,10/27/2023,10/30/2023,279.600
1253,10/27/2023,10/30/2023,276.000
1254,10/27/2023,10/30/2023,280.700
1255,10/27/2023,10/30/2023,267.400
1256,10/27/2023,10/30/2023,280.300
1257,10/27/2023,10/30/2023,282.700
1258,10/27/2023,10/30/2023,125.100
1259,10/27/2023,10/30/2023,285.200
1260,10/27/2023,10/30/2023,172.300
1261,10/27/2023,10/30/2023,280.200
1262,10/27/2023,10/30/2023,281.400
1263,10/27/2023,10/30/2023,282.000
1264,10/27/2023,10/30/2023,283.200
1265,10/27/2023,10/30/2023,197.900
1266,10/27/2023,10/30/2023,285.500
1267,10/27/2023,10/30/2023,284.600
1268,10/27/2023,10/30/2023,2.200
1269,10/27/2023,10/30/2023,283.200
1270,10/27/2023,10/30/2023,269.300
1271,10/27/2023,10/30/2023,285.400
1272,10/27/2023,10/30/2023,278.100
1273,10/27/2023,10/28/2023,272.000
1274,10/27/2023,10/30/2023,283.300
1275,10/27/2023,10/28/2023,272.200
1276,10/27/2023,10/28/2023,116.400
1277,10/28/2023,10/30/2023,278.400
1278,10/28/2023,10/30/2023,281.600
1279,10/28/2023,10/30/2023,271.400
1280,10/28/2023,10/30/2023,286.100
1281,10/28/2023,10/30/2023,281.500
1282,10/28/2023,10/30/2023,271.400
1283,10/28/2023,10/30/2023,208.400
1284,10/28/2023,10/30/2023,266.400
1285,10/28/2023,10/30/2023,274.400
1286,10/28/2023,10/30/2023,268.400
1287,10/28/2023,10/30/2023,284.500
1288,10/28/2023,10/30/2023,271.500
1289,10/28/2023,10/30/2023,268.400
1290,10/28/2023,10/30/2023,267.200
1291,10/28/2023,10/30/2023,279.200
1292,10/28/2023,10/30/2023,280.400
1293,10/28/2023,10/30/2023,264.800
1294,10/28/2023,10/30/2023,275.100
1295,10/28/2023,10/30/2023,264.500
1296,10/28/2023,10/30/2023,284.900
1297,10/28/2023,10/30/2023,267.400
1298,10/28/2023,10/30/2023,274.700
1299,10/28/2023,10/30/2023,265.900
1300,10/28/2023,10/30/2023,277.700
1301,10/28/2023,10/30/2023,265.600
1302,10/28/2023,10/30/2023,283.100
1303,10/28/2023,10/30/2023,270.800
1304,10/28/2023,10/30/2023,261.700
1305,10/28/2023,10/30/2023,277.300
1306,10/28/2023,10/30/2023,264.000
1307,10/28/2023,10/30/2023,278.700
1308,10/28/2023,10/30/2023,260.900
1309,10/28/2023,10/30/2023,280.700
1310,10/28/2023,10/30/2023,262.600
1311,10/28/2023,10/30/2023,283.200
1312,10/28/2023,10/30/2023,269.600
1313,10/28/2023,10/30/2023,268.000
1314,10/28/2023,10/30/2023,276.000
1315,10/28/2023,10/30/2023,280.200
1316,10/28/2023,10/30/2023,273.800
1317,10/28/2023,10/30/2023,282.400
1318,10/28/2023,10/30/2023,286.000
1319,10/28/2023,10/30/2023,286.000
1320,10/28/2023,10/30/2023,269.000
1321,10/28/2023,10/30/2023,284.900
1322,10/28/2023,10/30/2023,278.000
1323,10/28/2023,10/30/2023,283.800
1324,10/28/2023,10/30/2023,285.400
1325,10/28/2023,10/30/2023,281.900
1326,10/28/2023,10/30/2023,268.100
1327,10/28/2023,10/30/2023,278.300
1328,10/28/2023,10/30/2023,286.300
1329,10/28/2023,10/30/2023,282.700
1330,10/28/2023,10/30/2023,267.700
1331,10/28/2023,10/30/2023,266.300
1332,10/28/2023,10/30/2023,271.900
1333,10/28/2023,10/30/2023,265.800
1334,10/28/2023,10/30/2023,267.100
1335,10/28/2023,10/30/2023,276.200
1337,10/28/2023,10/30/2023,274.000
1338,10/28/2023,10/30/2023,268.000
1339,10/28/2023,10/30/2023,263.000
1340,10/28/2023,10/30/2023,274.400
1341,10/28/2023,10/30/2023,274.800
1342,10/28/2023,10/30/2023,265.000
1343,10/28/2023,10/30/2023,265.000
1344,10/28/2023,10/30/2023,264.000
1345,10/28/2023,10/30/2023,261.600
1346,10/28/2023,10/30/2023,266.600
1347,10/28/2023,10/30/2023,268.000
1348,10/28/2023,10/30/2023,265.000
1349,10/28/2023,10/30/2023,268.000
1350,10/28/2023,10/30/2023,267.600
1351,10/28/2023,10/30/2023,267.600
1352,10/28/2023,10/30/2023,269.500
1353,10/28/2023,10/30/2023,272.100
1354,10/28/2023,10/30/2023,274.800
1355,10/28/2023,10/30/2023,269.600
1356,10/28/2023,10/30/2023,275.200
1357,10/28/2023,10/30/2023,264.000
1358,10/28/2023,10/30/2023,266.500
1359,10/28/2023,10/30/2023,267.500
1360,10/28/2023,10/30/2023,268.100
1361,10/28/2023,10/30/2023,269.300
1362,10/28/2023,10/30/2023,274.200
1363,10/28/2023,10/30/2023,270.300
1364,10/28/2023,10/30/2023,272.700
1365,10/28/2023,10/30/2023,272.500
1366,10/28/2023,10/30/2023,264.200
1367,10/28/2023,10/30/2023,272.100
1368,10/28/2023,10/30/2023,266.300
1369,10/28/2023,10/30/2023,269.400
1370,10/28/2023,10/30/2023,270.700
1371,10/28/2023,10/30/2023,273.800
1372,10/28/2023,10/30/2023,262.200
1373,10/28/2023,10/30/2023,266.100
1374,10/28/2023,10/30/2023,242.800
1375,10/28/2023,10/30/2023,97.100
1376,10/28/2023,10/30/2023,267.900
1377,10/28/2023,10/30/2023,268.300
1378,10/28/2023,10/30/2023,266.800
1379,10/28/2023,10/30/2023,210.700
1380,10/28/2023,10/30/2023,262.100
6702,10/28/2023,10/30/2023,274.000
6703,10/28/2023,10/30/2023,266.000
6704,10/28/2023,10/30/2023,264.000
6705,10/28/2023,10/30/2023,269.000
6706,10/28/2023,10/30/2023,259.000
6707,10/28/2023,10/30/2023,278.000
6708,10/28/2023,10/30/2023,278.000
6709,10/28/2023,10/30/2023,264.000
6710,10/28/2023,10/30/2023,265.000
6711,10/28/2023,10/30/2023,277.000
6712,10/28/2023,10/30/2023,282.000
6713,10/28/2023,10/30/2023,266.000
6714,10/28/2023,10/30/2023,268.000
6715,10/28/2023,10/30/2023,279.000
6716,10/28/2023,10/30/2023,275.000
1381,10/30/2023,10/30/2023,256.000
1382,10/30/2023,10/30/2023,259.200
1383,10/30/2023,10/30/2023,255.600
1385,10/30/2023,10/30/2023,257.100
1386,10/30/2023,10/30/2023,259.700
1387,10/30/2023,10/30/2023,264.200
1392,10/30/2023,10/30/2023,260.200
1395,10/30/2023,10/30/2023,265.400
1398,10/30/2023,10/30/2023,262.900
1399,10/30/2023,10/30/2023,260.500
1400,10/30/2023,10/30/2023,263.500
1401,10/30/2023,10/30/2023,267.000
1402,10/30/2023,10/30/2023,259.000
1403,10/30/2023,10/30/2023,272.000
1405,10/30/2023,10/30/2023,262.000
1406,10/30/2023,10/30/2023,264.000
1408,10/30/2023,10/30/2023,263.000
1409,10/30/2023,10/30/2023,259.000
1410,10/30/2023,10/30/2023,260.000
1411,10/30/2023,10/30/2023,265.000
1412,10/30/2023,10/30/2023,263.000
1421,10/30/2023,10/30/2023,264.000
1422,10/30/2023,10/30/2023,264.000
1423,10/30/2023,10/30/2023,262.000
1424,10/30/2023,10/30/2023,259.000
1425,10/30/2023,10/30/2023,258.000
1426,10/30/2023,10/30/2023,262.000
1427,10/30/2023,10/30/2023,261.000
1429,10/30/2023,10/30/2023,265.700
1430,10/30/2023,10/30/2023,261.900
1431,10/30/2023,10/30/2023,264.000
1444,10/30/2023,10/30/2023,258.000
1445,10/30/2023,10/30/2023,263.000
1447,10/30/2023,10/30/2023,261.000
1452,10/30/2023,10/30/2023,270.600
1453,10/30/2023,10/30/2023,256.400
1454,10/30/2023,10/30/2023,270.100
1455,10/30/2023,10/30/2023,268.600
1456,10/30/2023,10/30/2023,271.800
1459,10/30/2023,10/30/2023,265.400
1460,10/30/2023,10/30/2023,275.500
1462,10/30/2023,10/30/2023,264.600
1465,10/30/2023,10/30/2023,264.600
1476,10/30/2023,10/30/2023,273.000
1477,10/30/2023,10/30/2023,268.000
1479,10/30/2023,10/30/2023,270.000
1481,10/30/2023,10/30/2023,259.000
1483,10/30/2023,10/30/2023,264.000
1486,10/30/2023,10/31/2023,274.000
1488,10/30/2023,10/31/2023,264.000
1491,10/30/2023,10/30/2023,265.800
1493,10/30/2023,10/31/2023,280.000
1496,10/30/2023,10/31/2023,276.400
1498,10/30/2023,10/31/2023,272.000
1502,10/30/2023,10/31/2023,273.000
1503,10/30/2023,10/31/2023,281.000
1506,10/30/2023,10/30/2023,263.000
1508,10/30/2023,10/31/2023,264.900
1510,10/30/2023,10/31/2023,269.700
1513,10/30/2023,10/31/2023,262.000
1516,10/30/2023,10/31/2023,261.100
1518,10/30/2023,10/30/2023,265.800
1540,10/30/2023,10/31/2023,280.000
1541,10/30/2023,10/31/2023,272.000
1545,10/30/2023,10/31/2023,264.000
1552,10/30/2023,10/31/2023,267.900
1553,10/30/2023,10/31/2023,267.200
1554,10/30/2023,10/31/2023,285.300
1555,10/30/2023,10/31/2023,284.500
1556,10/30/2023,10/31/2023,284.400
1557,10/30/2023,10/30/2023,283.800
1568,10/30/2023,10/30/2023,287.600
1572,10/30/2023,10/31/2023,278.400
1573,10/30/2023,10/31/2023,277.000
1575,10/30/2023,10/31/2023,281.400
1576,10/30/2023,10/31/2023,284.600
1580,10/30/2023,10/31/2023,285.000
1581,10/30/2023,10/31/2023,283.900
1582,10/30/2023,10/31/2023,284.900
1585,10/30/2023,10/31/2023,285.800
1586,10/30/2023,10/31/2023,264.100
1593,10/30/2023,10/31/2023,285.100
1594,10/30/2023,10/31/2023,268.100
1598,10/30/2023,10/31/2023,270.600
1599,10/30/2023,10/31/2023,285.000
1603,10/30/2023,10/31/2023,265.300
1604,10/30/2023,10/31/2023,286.100
1606,10/30/2023,10/31/2023,269.700
1608,10/30/2023,10/31/2023,283.300
1612,10/30/2023,10/31/2023,269.100
