BATCH no.,PRODUCTION DATE,BATCH WEIGHT (kg) BEFORE COOKING,BATCH WEIGHT (kg) AFTER COOKING,LOSS PERCENTAGE
3111,2023-10-16,276.3,265.3,3.981179876945349
3112,2023-10-16,273.9,269.0,1.7889740781306964
3128,2023-10-16,265.8,259.7,2.2949586155003847
3129,2023-10-16,272.2,266.0,2.2777369581190263
3132,2023-10-16,274.1,267.1,2.5538124771981026
3133,2023-10-16,276.5,268.4,2.929475587703444
3144,2023-10-16,287.2,281.0,2.158774373259049
3145,2023-10-16,270.6,265.5,1.8847006651884781
3149,2023-10-16,280.7,274.8,2.101888136800847
3150,2023-10-16,274.2,268.1,2.22465353756381
3152,2023-10-16,278.3,271.6,2.407473948975921
3153,2023-10-16,276.9,271.2,2.05850487540628
3154,2023-10-16,281.8,275.7,2.1646557842441525
3155,2023-10-16,272.6,266.6,2.201027146001467
3156,2023-10-16,274.3,267.7,2.406124681006206
3157,2023-10-16,275.7,270.1,2.0311933260790593
3158,2023-10-16,272.3,266.1,2.276900477414612
3159,2023-10-16,275.5,269.7,2.105263157894741
3161,2023-10-16,278.2,272.6,2.0129403306973277
3162,2023-10-16,275.6,269.9,2.068214804063877
3167,2023-10-16,132.8,262.4,-97.5903614457831
3169,2023-10-16,272.8,265.2,2.7859237536656973
3170,2023-10-16,156.4,151.0,3.452685421994888
3454,2023-10-18,268.3,264.5,1.4163250093179318
3457,2023-10-18,290.7,287.5,1.1007911936704469
3458,2023-10-18,286.4,282.6,1.3268156424580848
3461,2023-10-18,284.8,278.6,2.1769662921348276
3469,2023-10-18,272.0,266.6,1.9852941176470504
3470,2023-10-18,282.0,278.0,1.4184397163120568
3471,2023-10-18,283.9,280.1,1.3384994716449294
3472,2023-10-18,276.0,271.9,1.4855072463768197
3475,2023-10-18,290.4,287.3,1.0674931129476468
3482,2023-10-18,291.5,287.4,1.406518010291603
3484,2023-10-18,283.7,280.1,1.2689460697920218
3486,2023-10-18,282.3,277.8,1.594048884165781
3491,2023-10-18,286.3,280.4,2.060775410408674
3492,2023-10-18,284.0,280.8,1.1267605633802777
3493,2023-10-18,280.0,276.0,1.4285714285714286
3494,2023-10-18,289.8,285.8,1.3802622498274673
3495,2023-10-18,287.9,284.6,1.1462313303230132
3499,2023-10-18,290.1,286.6,1.206480523957256
3500,2023-10-18,289.2,283.0,2.1438450899031776
3504,2023-10-18,287.4,284.0,1.1830201809324905
3505,2023-10-18,288.0,285.0,1.0416666666666665
3508,2023-10-18,288.5,284.3,1.4558058925476565
3512,2023-10-18,285.3,282.1,1.1216263582194141
3513,2023-10-18,288.2,284.8,1.1797362942401033
3518,2023-10-18,287.2,284.2,1.0445682451253482
3519,2023-10-18,290.8,287.1,1.2723521320495146
3522,2023-10-18,281.0,276.6,1.5658362989323764
3523,2023-10-18,289.8,286.7,1.0697032436162948
3524,2023-10-18,288.3,283.8,1.5608740894901143
3527,2023-10-18,289.0,284.7,1.4878892733564053
3530,2023-10-18,286.8,283.2,1.2552301255230205
3532,2023-10-18,287.0,282.9,1.4285714285714366
3535,2023-10-18,270.8,265.7,1.8833087149187675
3538,2023-10-18,289.9,285.0,1.6902380131079606
3540,2023-10-18,293.4,288.1,1.806407634628478
3543,2023-10-18,288.5,284.9,1.2478336221837167
3546,2023-10-18,288.8,283.3,1.9044321329639888
3549,2023-10-18,265.4,260.1,1.9969856819894332
3551,2023-10-18,271.9,268.5,1.2504597278411098
3553,2023-10-18,277.1,271.9,1.8765788523998719
3554,2023-10-18,288.9,283.8,1.765316718587735
3558,2023-10-18,287.9,281.8,2.118791246960739
3559,2023-10-18,287.3,279.5,2.7149321266968363
3564,2023-10-18,273.3,265.2,2.9637760702524782
3567,2023-10-18,278.1,272.5,2.0136641495864875
3569,2023-10-18,274.7,268.5,2.2570076447033087
3574,2023-10-18,271.8,266.0,2.1339220014716744
3575,2023-10-18,276.6,271.1,1.9884309472161965
3578,2023-10-18,268.4,262.6,2.1609538002980457
3579,2023-10-18,250.5,243.7,2.7145708582834374
3583,2023-10-18,274.2,269.8,1.6046681254558635
3586,2023-10-18,271.4,267.8,1.3264554163596045
3587,2023-10-18,261.6,257.2,1.6819571865443557
3588,2023-10-18,270.7,265.4,1.9578869597340274
3591,2023-10-18,272.6,266.9,2.0909757887014107
3593,2023-10-18,283.0,278.5,1.5901060070671376
3595,2023-10-18,271.9,267.1,1.7653549098933266
3599,2023-10-18,278.0,271.9,2.194244604316555
3600,2023-10-18,273.7,268.2,2.009499451954695
3605,2023-10-18,270.6,265.4,1.921655580192182
3607,2023-10-18,267.4,262.6,1.7950635751682704
3608,2023-10-18,271.4,266.8,1.6949152542372756
3609,2023-10-18,270.7,265.4,1.9578869597340274
3610,2023-10-18,272.5,267.9,1.6880733944954212
3611,2023-10-18,271.2,266.6,1.6961651917404004
3612,2023-10-18,262.0,257.3,1.793893129770988
3613,2023-10-18,268.5,263.7,1.7877094972067082
3616,2023-10-18,272.2,265.8,2.351212343864797
3620,2023-10-18,260.7,255.5,1.9946298427311042
3625,2023-10-18,268.3,263.8,1.6772269847185983
3627,2023-10-18,260.5,255.6,1.8809980806142057
3628,2023-10-18,269.0,263.5,2.0446096654275094
3632,2023-10-18,258.7,254.2,1.739466563587167
3635,2023-10-18,265.9,261.8,1.541933057540416
3636,2023-10-18,264.4,259.8,1.7397881996974154
3637,2023-10-18,269.0,261.0,2.973977695167286
3638,2023-10-18,268.9,258.0,4.0535515061361025
3639,2023-10-18,260.3,249.0,4.341144832885137
3640,2023-10-18,264.2,259.7,1.7032551097653295
3641,2023-10-18,250.7,260.0,-3.709613083366578
3643,2023-10-18,273.7,270.2,1.278772378516624
3644,2023-10-18,273.2,263.0,3.733528550512441
3646,2023-10-18,279.3,274.0,1.8976011457214503
3647,2023-10-18,279.2,275.0,1.5042979942693369
3650,2023-10-18,266.3,266.3,0.0
3651,2023-10-18,267.2,263.2,1.4970059880239521
3656,2023-10-18,264.5,264.5,0.0
3657,2023-10-18,264.6,259.6,1.8896447467876036
3660,2023-10-18,248.3,242.3,2.4164317358034633
3663,2023-10-19,282.5,276.0,2.3008849557522124
3664,2023-10-19,286.6,280.7,2.0586182833217146
3670,2023-10-19,280.2,273.7,2.3197715917201998
3671,2023-10-19,285.2,280.1,1.78821879382888
3677,2023-10-19,289.5,285.5,1.381692573402418
3678,2023-10-19,289.1,285.0,1.4181943964026367
3679,2023-10-19,282.9,278.2,1.6613644397313498
3680,2023-10-19,273.7,268.8,1.7902813299232652
3681,2023-10-19,292.3,287.5,1.6421484775915194
3682,2023-10-19,288.7,283.4,1.835815725666786
3683,2023-10-19,291.6,286.8,1.6460905349794275
3689,2023-10-19,288.3,284.5,1.3180714533472118
3694,2023-10-19,289.6,285.4,1.4502762430939382
3696,2023-10-19,269.6,266.6,1.1127596439169138
3889,2023-10-20,286.8,280.9,2.0571827057182825
3891,2023-10-20,280.4,274.4,2.139800285306705
3893,2023-10-20,284.4,278.0,2.250351617440217
3895,2023-10-20,284.8,279.0,2.0365168539325884
3899,2023-10-20,277.1,272.0,1.8404907975460203
3901,2023-10-20,286.3,281.3,1.7464198393293748
3903,2023-10-20,277.9,272.5,1.9431450161928672
3904,2023-10-20,277.8,273.0,1.7278617710583193
3905,2023-10-20,286.1,279.9,2.1670744494932
3908,2023-10-20,279.7,273.6,2.180908115838386
3915,2023-10-20,287.7,281.7,2.0855057351407718
3916,2023-10-20,288.3,281.9,2.2199098161637303
3918,2023-10-20,277.2,269.7,2.7056277056277054
3919,2023-10-20,291.8,285.7,2.0904729266621054
3921,2023-10-20,285.3,278.2,2.488608482299342
3922,2023-10-20,289.3,282.5,2.350501209816803
3924,2023-10-20,286.4,279.5,2.409217877094964
3926,2023-10-20,270.8,263.5,2.6957163958641104
3931,2023-10-20,278.5,271.5,2.5134649910233393
3932,2023-10-20,279.5,272.8,2.397137745974951
3933,2023-10-20,278.0,270.3,2.7697841726618666
3937,2023-10-20,279.4,271.4,2.8632784538296354
3940,2023-10-20,282.6,276.1,2.300070771408351
3941,2023-10-20,286.5,280.4,2.1291448516579483
3942,2023-10-20,292.8,286.1,2.2882513661202144
3947,2023-10-20,286.6,280.4,2.1632937892533306
3948,2023-10-20,286.2,279.9,2.201257861635224
3951,2023-10-20,293.3,287.3,2.0456870098874873
3955,2023-10-20,289.3,283.3,2.073971655720705
3956,2023-10-20,295.4,288.9,2.200406228842248
3958,2023-10-20,293.0,285.9,2.4232081911262875
3960,2023-10-20,286.1,286.1,0.0
3962,2023-10-20,280.2,279.5,0.2498215560314021
3966,2023-10-20,288.9,284.7,1.4537902388369641
3967,2023-10-20,291.5,285.1,2.195540308747848
3968,2023-10-20,284.7,280.6,1.4401123990164968
3969,2023-10-20,289.3,283.2,2.1085378499827248
3972,2023-10-20,289.4,283.2,2.1423635107118137
3973,2023-10-20,291.5,285.1,2.195540308747848
3974,2023-10-20,289.0,282.9,2.110726643598624
3975,2023-10-20,287.6,281.3,2.1905424200278203
3981,2023-10-20,276.8,269.4,2.6734104046242897
3989,2023-10-20,287.0,280.6,2.229965156794417
3993,2023-10-20,274.3,267.5,2.4790375501276016
3994,2023-10-20,278.0,270.5,2.697841726618705
3995,2023-10-20,278.1,270.9,2.588996763754061
3996,2023-10-20,282.6,275.6,2.476999292285916
3998,2023-10-20,288.8,281.9,2.3891966759002887
3999,2023-10-20,275.6,267.7,2.8664731494920295
4002,2023-10-20,147.8,141.9,3.991880920162385
4016,2023-10-20,275.6,269.1,2.3584905660377355
4017,2023-10-20,273.9,267.4,2.3731288791529757
4018,2023-10-20,279.1,271.8,2.615549982085278
4019,2023-10-20,291.7,286.5,1.7826534110387346
4020,2023-10-20,274.3,266.2,2.952971199416705
4021,2023-10-20,276.8,271.1,2.0592485549132906
4022,2023-10-20,283.9,278.7,1.8316308559351846
4023,2023-10-20,282.3,276.7,1.98370527807298
4024,2023-10-20,270.3,265.3,1.849796522382538
4025,2023-10-20,279.7,274.4,1.894887379335006
4026,2023-10-20,287.5,282.5,1.7391304347826086
4027,2023-10-20,274.1,267.7,2.334914264866849
4028,2023-10-20,278.8,274.4,1.5781922525107726
4029,2023-10-20,275.8,271.8,1.4503263234227701
4030,2023-10-20,286.1,281.5,1.6078294302691445
4031,2023-10-20,277.6,273.0,1.6570605187319964
4032,2023-10-20,280.0,275.0,1.7857142857142856
4033,2023-10-20,284.5,279.5,1.7574692442882252
4034,2023-10-20,279.7,274.3,1.9306399713979183
4035,2023-10-20,270.1,256.0,5.220288781932625
4036,2023-10-20,270.1,271.0,-0.3332099222510097
4037,2023-10-20,289.8,277.0,4.416839199447899
4038,2023-10-20,289.7,258.0,10.942354159475316
4039,2023-10-20,286.2,274.0,4.262753319357089
4040,2023-10-20,276.4,271.7,1.7004341534008642
4041,2023-10-20,282.4,277.2,1.841359773371101
4042,2023-10-20,280.6,275.5,1.8175338560228163
4043,2023-10-20,280.2,274.0,2.212705210563879
4044,2023-10-20,280.5,274.0,2.3172905525846703
4045,2023-10-20,290.1,285.0,1.758014477766295
4046,2023-10-20,268.7,264.0,1.749162634908816
4047,2023-10-20,287.1,282.3,1.6718913270637448
4048,2023-10-20,282.1,277.0,1.8078695498050417
4049,2023-10-20,289.2,283.7,1.90179806362379
4050,2023-10-20,288.6,283.7,1.6978516978517095
4051,2023-10-20,293.0,288.2,1.6382252559727002
4052,2023-10-20,289.2,284.7,1.5560165975103735
4053,2023-10-20,275.5,270.6,1.7785843920145108
4054,2023-10-20,288.9,284.2,1.6268605053651746
4055,2023-10-20,285.7,280.6,1.7850892544627115
4056,2023-10-20,278.4,273.8,1.6522988505747005
4057,2023-10-20,291.6,286.8,1.6460905349794275
4058,2023-10-20,277.5,272.7,1.7297297297297338
4059,2023-10-20,293.4,288.3,1.7382413087934443
4060,2023-10-20,288.5,283.0,1.9064124783362217
4061,2023-10-20,280.2,274.5,2.0342612419700172
4062,2023-10-20,295.9,289.8,2.061507265968221
4063,2023-10-20,284.8,278.1,2.3525280898876364
4064,2023-10-20,285.1,282.2,1.0171869519466974
4065,2023-10-20,278.4,272.0,2.2988505747126355
4066,2023-10-20,232.7,225.9,2.922217447357105
4067,2023-10-23,284.7,273.0,4.109589041095886
4068,2023-10-23,281.0,269.0,4.270462633451958
4069,2023-10-23,282.6,271.0,4.104741684359527
4078,2023-10-23,288.0,278.0,3.4722222222222223
4079,2023-10-23,288.0,282.0,2.083333333333333
4080,2023-10-23,287.8,269.0,6.532314107018767
4081,2023-10-23,286.0,276.0,3.4965034965034967
4085,2023-10-23,279.8,269.0,3.8598999285203757
4086,2023-10-23,289.6,279.0,3.6602209944751456
4087,2023-10-23,286.3,275.0,3.9469088368843908
4089,2023-10-23,284.8,275.0,3.4410112359550595
4105,2023-10-23,281.2,271.0,3.6273115220483607
4106,2023-10-23,281.3,275.0,2.23960184856026
4107,2023-10-23,283.2,273.0,3.6016949152542335
4108,2023-10-23,286.8,276.0,3.765690376569041
4109,2023-10-23,286.4,273.0,4.678770949720663
4110,2023-10-23,276.2,264.0,4.417089065894276
4111,2023-10-23,275.7,272.0,1.3420384475879539
4112,2023-10-23,286.2,270.0,5.660377358490562
4113,2023-10-23,279.4,268.0,4.080171796707222
4114,2023-10-23,279.4,265.0,5.153901216893335
4115,2023-10-23,285.8,275.0,3.778866340097974
4116,2023-10-23,285.6,271.0,5.1120448179271785
4117,2023-10-23,284.8,270.0,5.19662921348315
4118,2023-10-23,281.7,274.0,2.7334043308484164
4121,2023-10-23,287.5,274.0,4.695652173913043
4123,2023-10-23,280.2,273.2,2.4982155603140614
4124,2023-10-23,281.5,273.8,2.7353463587921807
4128,2023-10-23,284.4,279.1,1.8635724331926704
4129,2023-10-23,289.0,283.2,2.0069204152249176
4130,2023-10-23,285.2,277.7,2.629733520336606
4131,2023-10-23,294.2,282.0,4.146838885112165
4136,2023-10-23,287.8,278.0,3.4051424600417
4137,2023-10-23,291.4,279.0,4.255319148936162
4138,2023-10-23,278.6,267.0,4.1636755204594476
4139,2023-10-23,290.1,283.0,2.4474319200275843
4142,2023-10-23,280.3,272.9,2.6400285408491024
4151,2023-10-23,288.5,281.9,2.2876949740034744
4152,2023-10-23,281.5,274.2,2.5932504440497377
4153,2023-10-23,280.6,270.0,3.777619387027805
4156,2023-10-23,289.7,143.4,50.5005177770107
4156,2023-10-23,143.4,143.4,0.0
4157,2023-10-23,284.3,277.2,2.4973619416109822
4158,2023-10-23,290.1,283.2,2.3784901758014594
4165,2023-10-23,286.9,280.4,2.2655977692575813
4166,2023-10-23,287.3,283.2,1.427079707622702
4167,2023-10-23,284.4,278.2,2.180028129395214
4168,2023-10-23,284.1,277.2,2.4287222808870235
4175,2023-10-23,285.3,279.1,2.173151069050119
4176,2023-10-23,285.9,279.5,2.2385449457852316
4177,2023-10-23,290.9,282.0,3.0594706084565066
4183,2023-10-23,282.7,283.4,-0.24761230986911517
4185,2023-10-23,286.5,280.0,2.2687609075043627
4186,2023-10-23,292.1,287.3,1.6432728517630988
4187,2023-10-23,279.4,267.9,4.1159627773801
4188,2023-10-23,287.8,282.1,1.980542043085472
4190,2023-10-23,279.8,274.7,1.8227305218012948
4191,2023-10-23,287.0,280.9,2.1254355400696943
4192,2023-10-23,277.0,271.9,1.841155234657048
4193,2023-10-23,279.0,273.4,2.00716845878137
4194,2023-10-23,283.1,277.0,2.1547156481808627
4195,2023-10-23,275.9,270.6,1.9209858644436226
4196,2023-10-23,287.0,279.5,2.6132404181184667
4198,2023-10-23,276.1,270.7,1.9558131111916093
4200,2023-10-23,284.2,278.2,2.1111893033075297
4203,2023-10-23,289.4,283.4,2.073255010366275
4205,2023-10-23,270.9,266.0,1.8087855297157542
4208,2023-10-23,292.4,287.4,1.7099863201094392
4209,2023-10-23,270.1,264.6,2.036282858200666
4210,2023-10-23,291.3,286.5,1.6477857878475837
4211,2023-10-23,272.7,266.8,2.1635496883021554
4215,2023-10-23,290.8,284.5,2.1664374140302654
4217,2023-10-23,279.6,274.4,1.859799713876983
4218,2023-10-23,289.4,284.5,1.6931582584657836
4220,2023-10-23,287.0,282.2,1.6724738675958226
4221,2023-10-23,281.2,275.0,2.204836415362727
4231,2023-10-23,277.1,272.4,1.696138578130655
4233,2023-10-23,286.6,281.8,1.674808094905796
4235,2023-10-23,289.5,284.9,1.5889464594127884
4238,2023-10-23,275.0,270.5,1.6363636363636365
4239,2023-10-23,279.3,275.3,1.4321518080916578
4243,2023-10-23,275.0,269.6,1.9636363636363552
4245,2023-10-23,286.7,281.2,1.9183815835367979
4246,2023-10-23,273.9,267.9,2.190580503833516
4270,2023-10-23,272.6,267.1,2.0176082171680116
4274,2023-10-23,273.3,268.3,1.8294914013904133
4277,2023-10-23,275.1,270.9,1.5267175572519247
4278,2023-10-23,270.3,263.7,2.4417314095449583
4279,2023-10-23,265.8,260.7,1.918735891647864
4281,2023-10-23,269.7,265.8,1.4460511679643966
4282,2023-10-23,288.3,283.7,1.5955601803676807
4284,2023-10-23,289.4,284.8,1.5894955079474657
4285,2023-10-23,255.1,250.4,1.8424147393179102
4287,2023-10-23,267.0,263.7,1.2359550561797796
4289,2023-10-23,266.5,261.6,1.838649155722318
4290,2023-10-23,283.4,278.7,1.6584333098094528
4295,2023-10-23,277.6,272.6,1.8011527377521614
4297,2023-10-23,272.2,267.6,1.6899338721528163
4299,2023-10-23,279.6,272.9,2.396280400572262
4305,2023-10-23,271.1,266.4,1.7336776097381206
4306,2023-10-23,275.6,269.5,2.2133526850508063
4308,2023-10-23,272.0,268.2,1.397058823529416
4309,2023-10-23,262.3,257.7,1.7537171178040496
4551,2023-10-24,286.7,282.3,1.5347052668294305
4552,2023-10-24,289.0,284.3,1.6262975778546673
4553,2023-10-24,269.5,266.0,1.2987012987012987
4554,2023-10-24,280.9,275.1,2.0647917408330208
4556,2023-10-24,291.2,286.0,1.7857142857142818
4557,2023-10-24,273.2,267.6,2.0497803806734867
4560,2023-10-24,284.2,277.6,2.322308233638271
4562,2023-10-24,272.5,266.4,2.2385321100917515
4570,2023-10-24,279.3,273.4,2.1124239169352075
4571,2023-10-24,208.5,204.0,2.158273381294964
4573,2023-10-24,99.8,212.2,-112.625250501002
4576,2023-10-24,280.8,275.6,1.8518518518518476
4604,2023-10-25,270.8,264.4,2.3633677991137496
4605,2023-10-25,251.2,244.9,2.507961783439484
4606,2023-10-25,272.4,266.0,2.3494860499265706
4609,2023-10-25,265.2,258.2,2.6395173453996983
4613,2023-10-25,278.9,269.0,3.5496593761204656
4614,2023-10-25,126.9,123.8,2.4428684003152155
4646,2023-10-25,262.6,256.2,2.43716679360245
4650,2023-10-25,255.7,250.6,1.9945248337895949
4651,2023-10-25,273.0,267.2,2.124542124542129
4654,2023-10-25,269.5,263.9,2.077922077922086
4658,2023-10-25,268.4,264.0,1.6393442622950738
4659,2023-10-25,267.5,261.9,2.093457943925242
4661,2023-10-25,269.1,261.5,2.824228911185441
4667,2023-10-25,263.1,257.5,2.1284682630178726
4668,2023-10-25,269.7,263.7,2.2246941045606228
4673,2023-10-25,272.5,265.9,2.4220183486238613
4674,2023-10-25,263.1,256.1,2.6605853287723296
4676,2023-10-25,266.4,259.6,2.5525525525525357
4677,2023-10-25,259.8,253.3,2.501924557351809
4679,2023-10-25,270.7,265.3,1.9948282231252228
4680,2023-10-25,261.9,256.5,2.0618556701030846
4684,2023-10-25,272.6,269.1,1.2839325018341892
4686,2023-10-25,266.0,260.6,2.030075187969916
4687,2023-10-25,271.8,264.9,2.5386313465783785
4690,2023-10-25,275.3,269.0,2.2884126407555434
4692,2023-10-25,261.8,256.4,2.0626432391138403
4693,2023-10-25,272.3,267.1,1.9096584649283834
4696,2023-10-25,276.9,270.9,2.166847237269773
4698,2023-10-25,273.9,267.4,2.3731288791529757
4699,2023-10-25,269.1,262.4,2.4897807506503327
4701,2023-10-25,271.6,262.6,3.313696612665685
4712,2023-10-25,269.1,264.0,1.8952062430323384
4713,2023-10-25,265.6,259.6,2.259036144578313
4714,2023-10-25,271.3,265.6,2.1009952082565384
4716,2023-10-25,265.0,259.2,2.188679245283023
4719,2023-10-25,276.3,270.7,2.0267824828085494
4722,2023-10-25,264.0,258.1,2.2348484848484764
4723,2023-10-25,271.8,263.8,2.9433406916850626
4732,2023-10-25,278.0,271.2,2.4460431654676302
4736,2023-10-25,273.0,267.3,2.0879120879120836
4737,2023-10-25,274.8,266.6,2.9839883551673902
4741,2023-10-25,279.5,271.6,2.8264758497316556
4750,2023-10-25,287.0,282.8,1.4634146341463377
4751,2023-10-25,285.8,281.2,1.609517144856551
4753,2023-10-25,274.0,269.8,1.532846715328463
4755,2023-10-25,273.5,268.9,1.681901279707504
4758,2023-10-25,271.9,269.3,0.9562339095255483
4761,2023-10-25,268.2,263.7,1.6778523489932886
4766,2023-10-25,281.6,277.4,1.4914772727272887
4767,2023-10-25,290.7,286.6,1.4103887168902531
4771,2023-10-25,274.7,269.2,2.002184200946487
4773,2023-10-25,269.0,266.1,1.078066914498133
4774,2023-10-25,274.2,270.3,1.4223194748358778
4775,2023-10-25,244.8,241.5,1.348039215686279
4776,2023-10-25,270.1,267.0,1.147723065531293
4779,2023-10-25,270.8,266.4,1.6248153618907069
4785,2023-10-25,274.8,271.4,1.2372634643377125
4786,2023-10-25,263.5,260.1,1.2903225806451526
4790,2023-10-25,282.6,279.6,1.0615711252653928
4791,2023-10-25,262.1,259.6,0.9538344143456695
4792,2023-10-25,280.7,277.5,1.1400071250445276
4794,2023-10-25,266.6,263.6,1.1252813203300824
4795,2023-10-25,281.7,278.1,1.2779552715654832
4799,2023-10-25,266.9,263.5,1.2738853503184628
4800,2023-10-25,275.8,272.8,1.0877447425670774
4804,2023-10-25,268.8,266.1,1.0044642857142814
4805,2023-10-25,267.5,264.1,1.271028037383169
4806,2023-10-25,282.2,278.4,1.346562721474136
4808,2023-10-25,249.5,246.6,1.1623246492985995
4809,2023-10-25,266.2,262.7,1.314800901577761
4810,2023-10-25,260.8,257.4,1.303680981595105
4811,2023-10-25,271.4,266.0,1.989683124539417
4822,2023-10-25,265.0,262.3,1.0188679245282974
4824,2023-10-25,283.6,280.2,1.1988716502115775
4825,2023-10-25,269.2,265.3,1.4487369985141074
4831,2023-10-25,90.1,57.3,36.40399556048835
4832,2023-10-25,229.0,226.7,1.0043668122270792
1142,2023-10-27,267.1,260.8,2.358667165855489
1143,2023-10-27,263.0,256.1,2.6235741444866836
1144,2023-10-27,271.2,264.5,2.4705014749262495
1145,2023-10-27,270.0,263.5,2.4074074074074074
1146,2023-10-27,272.8,267.3,2.0161290322580645
1147,2023-10-27,258.1,252.3,2.247191011235959
1148,2023-10-27,269.6,264.7,1.8175074183976385
1149,2023-10-27,272.5,265.4,2.6055045871559717
1150,2023-10-27,272.3,262.0,3.782592728608157
1151,2023-10-27,270.1,264.5,2.0733061828952324
1152,2023-10-27,276.5,270.2,2.278481012658232
1153,2023-10-27,267.8,262.3,2.0537714712471993
1154,2023-10-27,270.7,264.4,2.327299593646107
1155,2023-10-27,266.1,260.0,2.29237128898911
1156,2023-10-27,272.0,266.9,1.8750000000000082
1158,2023-10-27,275.9,269.7,2.247191011235951
1159,2023-10-27,278.3,272.0,2.2637441609773665
1160,2023-10-27,290.7,282.8,2.717578259373917
1161,2023-10-27,258.6,253.4,2.0108275328693024
1163,2023-10-27,271.4,265.9,2.0265291083271926
1166,2023-10-27,273.7,268.3,1.972963098282783
1167,2023-10-27,270.5,265.0,2.033271719038817
1168,2023-10-27,277.3,272.2,1.839163360980895
1169,2023-10-27,270.6,265.3,1.9586104951958652
1170,2023-10-27,287.8,281.9,2.050034746351645
1171,2023-10-27,271.3,265.2,2.2484334684850804
1172,2023-10-27,272.1,266.5,2.0580668871738412
1173,2023-10-27,270.6,264.2,2.365114560236524
